,GUID,GEOGID,GEOGDESC,0 - 9 years,10 - 19 years,20 - 29 years,30 - 39 years,40 - 49 years,50 - 59 years,60 - 69 years,70 - 79 years,80 years and over
1783,2AE196291F4213A3E055000000000001,ED3409_18299,Garranes,51,40,33,52,43,47,37,31,17
1784,2AE196291F6F13A3E055000000000001,ED3409_18300,Gortnascreeny,77,68,33,58,63,65,77,44,17
1785,2AE19629218513A3E055000000000001,ED3409_18301,Kilfaughnabeg,73,58,46,63,63,81,74,51,29
1786,2AE1962921B913A3E055000000000001,ED3409_18302,Killeenleagh,57,57,31,33,53,45,43,33,13
1787,2AE19629213513A3E055000000000001,ED3409_18303,Knockskagh,63,73,54,60,74,79,72,42,27
1788,2AE19629210D13A3E055000000000001,ED3409_18304,Myross,108,84,69,77,109,123,79,65,33
1789,2AE1962921A413A3E055000000000001,ED3409_18305,Shreelane,64,61,23,59,51,50,38,26,6
1790,2AE1962921BD13A3E055000000000001,ED3409_18306,Skibbereen Rural,166,162,79,135,181,148,164,138,127
1791,2AE19629211C13A3E055000000000001,ED3409_18307,Tullagh,83,89,39,71,128,118,112,71,27
1792,2AE19629213B13A3E055000000000001,ED3409_18308,Woodfort,57,47,28,40,51,53,57,27,14
1793,2AE196291F2B13A3E055000000000001,ED3409_18309,Ballybane,19,39,23,25,34,46,36,34,11
1794,2AE196291F3613A3E055000000000001,ED3409_18310,Ballydehob,76,119,52,76,117,160,134,81,31
1795,2AE196291F4A13A3E055000000000001,ED3409_18311,Coolagh,22,20,5,25,30,27,29,23,10
1796,2AE196291F6D13A3E055000000000001,ED3409_18312,Crookhaven,13,30,16,14,39,33,31,39,10
1797,2AE196291F0913A3E055000000000001,ED3409_18313,Dunbeacon,8,20,20,16,23,45,19,16,6
1798,2AE196291F1513A3E055000000000001,ED3409_18314,Dunmanus,28,41,9,23,34,43,32,19,9
1799,2AE196291F6413A3E055000000000001,ED3409_18315,Goleen,26,23,18,17,26,40,36,26,17
1800,2AE19629213F13A3E055000000000001,ED3409_18316,Kilcoe,43,77,26,38,62,63,65,42,25
1801,2AE19629216C13A3E055000000000001,ED3409_18317,Lowertown,14,41,18,15,31,55,28,16,10
1802,2AE1962921BF13A3E055000000000001,ED3409_18318,Skull,120,138,78,123,151,147,139,92,65
1803,2AE19629211B13A3E055000000000001,ED3409_18319,Toormore,20,16,10,11,25,35,25,28,16
1804,2AE196291FA613A3E055000000000001,ED3409_18320,Ardagh,123,86,59,82,120,88,54,34,21
1805,2AE196291F3113A3E055000000000001,ED3409_18321,Clonpriest,145,144,89,128,163,138,129,75,62
1806,2AE19629214F13A3E055000000000001,ED3409_18322,Kilcronat,28,34,10,23,33,23,14,9,7
1807,2AE19629219E13A3E055000000000001,ED3409_18323,Killeagh,303,221,136,240,268,141,108,83,39
1808,2AE1962921C413A3E055000000000001,ED3409_18324,Kilmacdonogh,143,141,76,102,169,142,102,54,25
1809,2AE19629214713A3E055000000000001,ED3409_18325,Youghal Rural,199,162,124,164,195,164,143,72,41
1810,2AE19629229313A3E055000000000001,ED3409_19001,Killarney Urban,1116,881,1254,2056,1450,1229,1412,965,463
1811,2AE19629225213A3E055000000000001,ED3409_19002,Listowel Urban,591,493,428,637,572,496,493,351,199
1812,2AE19629221F13A3E055000000000001,ED3409_19003,Tralee Urban,444,398,856,788,590,650,582,414,232
1813,2AE19629239F13A3E055000000000001,ED3409_19004,Na Beathacha,23,22,15,25,29,29,23,22,9
1814,2AE1962923AD13A3E055000000000001,ED3409_19005,Baile an Sceilg,36,43,39,37,47,63,71,36,18
1815,2AE1962923AF13A3E055000000000001,ED3409_19006,An Baile Breac,6,10,9,8,10,12,17,6,5
1816,2AE19629234313A3E055000000000001,ED3409_19007,Caher,192,243,143,207,227,272,262,157,120
1817,2AE19629234413A3E055000000000001,ED3409_19008,Cathair DÛnall,22,28,21,36,39,48,68,41,10
1818,3576C59996CB4152E0530100007F0280,ED3409_19009/19020,Ceann˙igh / M·istir Gaoithe,25,27,12,22,22,44,35,22,3
1819,2AE19629237913A3E055000000000001,ED3409_19010,Castlequin,70,79,50,66,77,95,85,59,18
1820,2AE1962922C713A3E055000000000001,ED3409_19012,Curraghbeg,17,21,18,16,25,34,26,9,4
1821,2AE1962922CA13A3E055000000000001,ED3409_19013,Doire FhÌon·in,14,20,8,18,28,26,31,26,8
1822,3576C599971F4152E0530100007F0280,ED3409_19014/19011,Doire Ianna / Cloon,40,25,13,27,36,34,35,35,15
1823,2AE19629223113A3E055000000000001,ED3409_19015,An tImleach,119,103,60,104,122,102,144,85,32
1824,2AE19629223413A3E055000000000001,ED3409_19016,Glanbehy,124,130,84,127,159,160,160,96,40
1825,2AE19629229F13A3E055000000000001,ED3409_19017,Killinane,19,20,21,29,36,42,49,34,6
1826,2AE19629223813A3E055000000000001,ED3409_19018,Lickeen,15,17,8,12,17,13,12,4,4
1827,2AE19629225513A3E055000000000001,ED3409_19019,Loch LuÌoch,39,36,22,38,42,42,55,29,8
1828,2AE19629226213A3E055000000000001,ED3409_19021,Maum,27,34,21,28,41,52,27,20,8
1829,2AE19629229713A3E055000000000001,ED3409_19022,Portmagee,57,40,23,68,54,50,76,32,13
1830,2AE1962922BC13A3E055000000000001,ED3409_19023,Toghroinn FhÌon·in,27,20,5,24,26,15,27,13,7
1831,2AE19629221D13A3E055000000000001,ED3409_19024,Teeranearagh,30,28,20,41,38,44,56,18,5
1832,2AE19629223913A3E055000000000001,ED3409_19025,Valencia,74,62,62,59,85,119,94,57,45
1833,2AE1962923AE13A3E055000000000001,ED3409_19026,Ballinvoher,79,82,32,67,96,69,75,45,15
1834,2AE1962922D513A3E055000000000001,ED3409_19027,An Baile Dubh,11,9,16,7,6,30,23,9,2
1835,2AE1962922FD13A3E055000000000001,ED3409_19028,Ballynacourty,45,29,12,32,60,36,32,22,16
1836,2AE19629233613A3E055000000000001,ED3409_19029,CÈ BhrÈanainn,9,23,12,13,17,34,31,14,0
1837,2AE19629236613A3E055000000000001,ED3409_19030,Castlegregory,118,133,81,126,142,118,144,85,34
1838,2AE19629238A13A3E055000000000001,ED3409_19031,An Cloch·n,25,37,13,21,29,34,47,15,11
1839,2AE1962922CC13A3E055000000000001,ED3409_19032,Deelis,52,38,18,53,51,46,45,30,16
1840,2AE1962922D813A3E055000000000001,ED3409_19033,An Daingean,122,154,204,248,202,249,240,115,89
1841,2AE19629222F13A3E055000000000001,ED3409_19034,Dún Chaoin,29,14,11,24,25,26,34,17,2
1842,2AE19629223013A3E055000000000001,ED3409_19035,Dún Urlann,55,62,29,48,61,79,74,38,21
1843,2AE19629224313A3E055000000000001,ED3409_19036,Na Gleannta,219,316,179,232,263,256,241,103,37
1844,2AE19629225E13A3E055000000000001,ED3409_19037,Inch,6,13,14,16,23,17,26,18,8
1845,2AE1962922AA13A3E055000000000001,ED3409_19038,Cill MaoilchÈadair,48,56,38,41,59,109,84,35,11
1846,2AE1962922B813A3E055000000000001,ED3409_19039,Cill Chu·in,42,47,35,44,56,81,82,32,15
1847,2AE19629220F13A3E055000000000001,ED3409_19040,Cinn Aird,42,34,37,40,53,55,51,23,10
1848,2AE19629222613A3E055000000000001,ED3409_19041,Lack,21,42,20,32,43,48,37,21,7
1849,2AE19629225613A3E055000000000001,ED3409_19042,M·rthain,44,20,21,29,36,29,47,21,13
1850,2AE19629227113A3E055000000000001,ED3409_19043,An Mhin Aird,51,37,34,55,41,55,63,21,11
1851,2AE1962922BD13A3E055000000000001,ED3409_19044,An Sr·idbhaile,38,28,12,37,31,32,36,19,6
1852,2AE19629223A13A3E055000000000001,ED3409_19045,Ceann Tr·,48,31,21,40,64,74,66,34,18
1853,2AE19629239313A3E055000000000001,ED3409_19046,Ardea,20,14,7,26,16,30,43,16,6
1854,2AE19629230F13A3E055000000000001,ED3409_19047,Banawn,34,27,25,27,32,36,24,13,8
1855,2AE19629235313A3E055000000000001,ED3409_19048,Cappagh,71,60,28,66,55,42,48,31,10
1856,2AE19629236513A3E055000000000001,ED3409_19049,Castlecove,36,34,10,31,39,45,63,44,7
1857,2AE1962922CB13A3E055000000000001,ED3409_19050,Dawros,69,67,40,44,85,91,98,48,34
1858,2AE19629222413A3E055000000000001,ED3409_19051,Dromore,29,46,17,22,38,50,47,22,8
1859,2AE19629223513A3E055000000000001,ED3409_19052,Glanlee,18,35,16,17,25,22,18,19,4
1860,2AE19629224113A3E055000000000001,ED3409_19053,Glanlough,7,23,10,8,17,36,16,12,7
1861,2AE19629224213A3E055000000000001,ED3409_19054,Glanmore,21,26,23,20,22,30,50,27,13
1862,2AE19629224F13A3E055000000000001,ED3409_19055,Greenane,26,28,19,17,45,33,39,22,12
1863,2AE19629225F13A3E055000000000001,ED3409_19056,Kenmare,423,356,283,479,466,397,343,214,166
1864,2AE19629227C13A3E055000000000001,ED3409_19057,Kilgarvan,97,79,52,73,114,89,83,53,27
1865,2AE19629225413A3E055000000000001,ED3409_19058,Loughbrin,10,24,13,10,19,23,20,19,8
1866,2AE1962922AD13A3E055000000000001,ED3409_19059,Reen,15,13,16,11,23,28,20,20,8
1867,2AE1962922BB13A3E055000000000001,ED3409_19060,Sneem,75,74,81,129,135,85,90,86,30
1868,2AE1962922BE13A3E055000000000001,ED3409_19061,Tahilla,17,14,11,14,15,37,42,22,6
1869,2AE19629238813A3E055000000000001,ED3409_19062,Aghadoe,109,126,88,101,153,122,92,43,17
1870,2AE19629239013A3E055000000000001,ED3409_19063,Aglish,69,64,35,56,78,56,40,25,11
1871,2AE1962922E413A3E055000000000001,ED3409_19064,Ballyhar,27,20,16,25,30,30,23,9,3
1872,2AE19629233713A3E055000000000001,ED3409_19065,Brewsterfield,121,128,57,113,133,104,61,35,13
1873,2AE19629236313A3E055000000000001,ED3409_19066,Caragh,125,142,73,105,176,99,109,89,30
1874,2AE19629238913A3E055000000000001,ED3409_19067,Churchtown,57,87,44,36,89,78,46,30,11
1875,2AE1962923A013A3E055000000000001,ED3409_19068,Clydagh,14,12,9,16,17,17,20,8,9
1876,2AE1962923A113A3E055000000000001,ED3409_19069,Coolies,128,140,65,126,136,116,59,41,18
1877,2AE1962923A213A3E055000000000001,ED3409_19070,Coom,261,271,181,323,251,262,239,127,67
1878,2AE1962922C813A3E055000000000001,ED3409_19071,Curraghmore,52,43,25,31,53,54,33,24,7
1879,2AE1962922C913A3E055000000000001,ED3409_19072,Currans,31,34,18,37,38,42,38,20,13
1880,2AE1962922D913A3E055000000000001,ED3409_19073,Doocarrig,126,89,47,93,107,77,68,43,17
1881,2AE19629221913A3E055000000000001,ED3409_19074,Dromin,124,121,49,104,139,101,78,53,25
1882,2AE19629222E13A3E055000000000001,ED3409_19075,Dunloe,99,127,61,103,146,112,101,77,20
1883,2AE19629223313A3E055000000000001,ED3409_19076,Flesk,59,53,36,34,57,72,35,38,5
1884,2AE19629225D13A3E055000000000001,ED3409_19077,Headfort,117,115,73,114,108,97,70,44,15
1885,2AE19629226C13A3E055000000000001,ED3409_19078,Kilbonane,96,86,49,92,105,69,55,33,8
1886,2AE19629226D13A3E055000000000001,ED3409_19079,Kilcummin,351,264,138,349,320,242,199,129,98
1887,2AE19629226F13A3E055000000000001,ED3409_19080,Kilfelim,27,42,16,32,38,35,27,15,15
1888,2AE19629228613A3E055000000000001,ED3409_19081,Kilgobnet,118,131,60,116,162,126,88,49,32
1889,2AE19629228813A3E055000000000001,ED3409_19082,Killarney Rural,917,919,651,1058,1054,961,777,445,170
1890,2AE19629229413A3E055000000000001,ED3409_19083,Killeentierna,112,117,75,119,128,138,109,56,27
1891,2AE1962922A013A3E055000000000001,ED3409_19084,Killorglin,609,535,443,631,678,514,471,312,162
1892,2AE1962922B713A3E055000000000001,ED3409_19085,Kilnanare,156,155,66,130,159,128,101,57,37
1893,2AE19629221C13A3E055000000000001,ED3409_19086,Knocknahoe,45,46,31,39,61,46,27,17,7
1894,2AE19629223613A3E055000000000001,ED3409_19087,Lahard,121,111,63,83,100,131,75,44,21
1895,2AE19629227013A3E055000000000001,ED3409_19088,Milltown,365,262,171,394,328,230,154,148,89
1896,2AE19629227213A3E055000000000001,ED3409_19089,Molahiffe,271,222,116,276,249,189,119,90,38
1897,2AE19629228913A3E055000000000001,ED3409_19090,Muckross,106,73,75,148,125,108,105,77,18
1898,2AE1962922AC13A3E055000000000001,ED3409_19091,Rathmore,253,236,174,323,228,238,190,105,65
1899,2AE1962922AE13A3E055000000000001,ED3409_19092,Rockfield,93,53,43,61,75,45,41,16,11
1900,2AE19629239213A3E055000000000001,ED3409_19093,Ardagh,82,92,51,87,89,112,96,45,15
1901,2AE19629239E13A3E055000000000001,ED3409_19094,Astee,64,50,37,58,74,67,65,40,25
1902,2AE1962923AC13A3E055000000000001,ED3409_19095,Ballincloher,64,59,35,53,60,81,54,32,19
1903,2AE1962922D313A3E055000000000001,ED3409_19096,Ballyconry,39,57,41,51,54,51,61,46,18
1904,2AE1962922D413A3E055000000000001,ED3409_19097,Ballyduff,130,87,71,116,105,98,125,76,34
1905,2AE1962922E313A3E055000000000001,ED3409_19098,Ballyegan,9,24,13,12,11,18,18,5,5
1906,2AE1962922EF13A3E055000000000001,ED3409_19099,Ballyhorgan,73,54,26,63,73,56,35,33,11
1907,2AE19629231D13A3E055000000000001,ED3409_19100,Beal,17,18,15,18,15,28,17,10,5
1908,2AE19629236413A3E055000000000001,ED3409_19101,Carrig,36,42,21,29,41,74,60,30,18
1909,2AE19629237A13A3E055000000000001,ED3409_19102,Causeway,74,76,80,86,81,89,97,40,24
1910,2AE19629239613A3E055000000000001,ED3409_19103,Cloontubbrid,42,38,14,32,47,34,35,32,48
1911,2AE19629221A13A3E055000000000001,ED3409_19104,Drommartin,84,82,37,67,89,57,56,48,20
1912,2AE19629222513A3E055000000000001,ED3409_19105,Duagh,76,64,41,73,65,79,60,35,39
1913,2AE19629223213A3E055000000000001,ED3409_19106,Ennismore,66,88,44,61,76,87,81,45,21
1914,2AE19629225013A3E055000000000001,ED3409_19107,Gullane,27,27,20,35,37,33,36,19,14
1915,2AE19629225113A3E055000000000001,ED3409_19108,Gunsborough,56,43,35,38,66,62,29,43,6
1916,2AE19629226E13A3E055000000000001,ED3409_19109,Kilfeighny,148,128,69,143,139,118,103,78,24
1917,2AE19629229513A3E055000000000001,ED3409_19110,Killehenny,203,205,167,251,226,301,262,167,89
1918,2AE1962922A113A3E055000000000001,ED3409_19111,Killury,64,69,48,60,66,66,73,38,18
1919,2AE1962922AB13A3E055000000000001,ED3409_19112,Kilmeany,110,111,59,81,113,129,86,41,34
1920,2AE19629220113A3E055000000000001,ED3409_19113,Kilshenane,17,23,18,22,26,38,48,26,9
1921,2AE19629220313A3E055000000000001,ED3409_19114,Kiltomy,60,56,29,50,65,68,44,36,17
1922,2AE19629223713A3E055000000000001,ED3409_19115,Leitrim,78,78,34,71,88,73,60,43,20
1923,2AE19629224513A3E055000000000001,ED3409_19116,Lislaughtin,56,71,55,53,81,90,96,54,31
1924,2AE19629224613A3E055000000000001,ED3409_19117,Lisselton,44,66,18,43,61,43,54,26,14
1925,2AE19629224713A3E055000000000001,ED3409_19118,Listowel Rural,204,185,131,199,244,210,170,145,96
1926,2AE19629225313A3E055000000000001,ED3409_19119,Lixnaw,193,146,119,167,164,114,68,52,27
1927,2AE19629227E13A3E055000000000001,ED3409_19120,Moynsha,67,58,49,67,81,69,74,37,13
1928,2AE19629228A13A3E055000000000001,ED3409_19121,Newtownsandes,123,98,95,167,119,149,143,81,43
1929,2AE1962922A313A3E055000000000001,ED3409_19122,Rathea,53,53,29,48,58,56,61,32,27
1930,2AE1962922BA13A3E055000000000001,ED3409_19123,Shronowen,21,28,21,18,29,43,39,18,20
1931,2AE1962921F913A3E055000000000001,ED3409_19124,Tarbert,91,81,61,93,82,102,133,80,38
1932,2AE1962921FA13A3E055000000000001,ED3409_19125,Tarmon,43,81,34,53,73,56,61,55,20
1933,2AE19629222813A3E055000000000001,ED3409_19126,Trienearagh,81,50,33,67,78,78,52,33,16
1934,2AE19629222A13A3E055000000000001,ED3409_19127,Urlee,42,54,27,39,55,51,58,32,19
1935,2AE19629238713A3E055000000000001,ED3409_19128,Abbeydorney,177,146,107,180,178,108,128,79,46
1936,2AE19629239113A3E055000000000001,ED3409_19129,Arabela,190,160,109,165,199,210,193,133,42
1937,2AE19629239D13A3E055000000000001,ED3409_19130,Ardfert,140,143,90,136,141,123,123,55,22
1938,2AE1962922E213A3E055000000000001,ED3409_19131,Ballyegan,81,56,26,55,64,38,36,20,10
1939,2AE1962922EE13A3E055000000000001,ED3409_19132,Ballyheige,194,178,134,198,177,205,246,114,44
1940,2AE1962922FE13A3E055000000000001,ED3409_19133,Ballynahaglish,208,258,120,165,265,270,174,120,51
1941,2AE19629230D13A3E055000000000001,ED3409_19134,Ballynorig,92,52,41,68,66,74,65,37,17
1942,2AE19629230E13A3E055000000000001,ED3409_19135,Ballyseedy,250,291,185,232,267,254,168,87,74
1943,2AE19629231B13A3E055000000000001,ED3409_19136,Banna,92,102,57,83,123,96,95,54,20
1944,2AE19629231C13A3E055000000000001,ED3409_19137,Baurtregaum,45,45,24,33,59,53,50,49,17
1945,2AE19629232913A3E055000000000001,ED3409_19138,Blennerville,45,106,65,55,87,137,89,53,21
1946,2AE19629232A13A3E055000000000001,ED3409_19139,Boolteens,82,53,33,72,80,47,50,49,16
1947,2AE19629234213A3E055000000000001,ED3409_19140,Brosna,69,79,70,83,88,110,106,57,33
1948,2AE19629236213A3E055000000000001,ED3409_19141,Carker,42,63,37,53,59,54,52,33,20
1949,2AE19629237813A3E055000000000001,ED3409_19142,Castleisland,427,405,316,484,457,455,409,238,139
1950,2AE19629239413A3E055000000000001,ED3409_19143,Clogherbrien,133,247,118,144,215,249,224,103,45
1951,2AE1962923B013A3E055000000000001,ED3409_19144,Cordal,37,17,36,42,27,47,42,19,11
1952,2AE1962923B113A3E055000000000001,ED3409_19145,Crinny,30,29,22,36,40,56,44,23,9
1953,2AE1962922D613A3E055000000000001,ED3409_19146,Derreen,29,19,14,32,33,22,23,11,9
1954,2AE19629221813A3E055000000000001,ED3409_19147,Doon,90,119,57,69,114,122,78,31,17
1955,2AE19629224413A3E055000000000001,ED3409_19148,Gneeves,48,46,27,55,59,47,51,23,15
1956,2AE19629226013A3E055000000000001,ED3409_19149,Kerryhead,66,73,41,64,121,69,71,53,20
1957,2AE19629227A13A3E055000000000001,ED3409_19150,Kilflyn,38,27,19,38,36,16,53,24,5
1958,2AE19629227B13A3E055000000000001,ED3409_19151,Kilgarrylander,87,64,68,101,62,95,100,40,26
1959,2AE19629228513A3E055000000000001,ED3409_19152,Kilgobban,43,14,34,36,28,39,47,23,8
1960,2AE19629228713A3E055000000000001,ED3409_19153,Killahan,76,27,18,56,54,31,51,34,11
1961,2AE1962922B613A3E055000000000001,ED3409_19154,Kilmurry,33,35,24,32,45,57,41,14,8
1962,2AE19629220213A3E055000000000001,ED3409_19155,Kiltallagh,71,81,38,82,95,65,60,42,31
1963,2AE19629221013A3E055000000000001,ED3409_19156,Knockglass,50,39,18,49,51,45,32,35,34
1964,2AE19629221B13A3E055000000000001,ED3409_19157,Knocknagashel,87,90,61,86,93,96,111,50,32
1965,2AE19629222713A3E055000000000001,ED3409_19158,Lackabaun,47,67,54,39,49,94,43,29,13
1966,2AE19629226313A3E055000000000001,ED3409_19159,Millbrook,72,49,34,65,67,64,64,28,15
1967,2AE19629227D13A3E055000000000001,ED3409_19160,Mount Eagle,29,30,6,24,22,23,23,18,2
1968,2AE19629228B13A3E055000000000001,ED3409_19161,Nohaval,41,56,19,44,54,65,40,24,11
1969,2AE19629229613A3E055000000000001,ED3409_19162,O'Brennan,70,85,39,64,91,61,52,24,12
1970,2AE1962922A213A3E055000000000001,ED3409_19163,Ratass,123,172,124,92,157,182,136,70,23
1971,2AE1962922B913A3E055000000000001,ED3409_19164,Scartaglin,106,103,63,100,98,101,72,44,19
1972,2AE19629221E13A3E055000000000001,ED3409_19165,Tralee Rural,2522,2706,1997,2735,2433,2204,1575,1087,566
1973,2AE19629222913A3E055000000000001,ED3409_19166,Tubrid,116,121,77,89,123,114,101,72,25
1974,2AE1962917CC13A3E055000000000001,ED3409_20001,Abbey A,579,661,609,594,697,590,414,308,184
1975,2AE1962917CD13A3E055000000000001,ED3409_20002,Abbey B,435,431,427,529,413,207,112,72,27
1976,2AE1962917CE13A3E055000000000001,ED3409_20003,Abbey C,88,71,100,100,101,51,38,36,17
1977,2AE1962917CF13A3E055000000000001,ED3409_20004,Abbey D,192,146,191,188,185,215,180,123,97
1978,2AE1962917DD13A3E055000000000001,ED3409_20005,Ballinacurra A,226,256,334,358,236,220,133,121,78
1979,2AE1962917DE13A3E055000000000001,ED3409_20006,Ballinacurra B,140,130,149,161,155,175,222,172,67
1980,2AE1962917DF13A3E055000000000001,ED3409_20007,Ballynanty,430,427,432,339,319,324,412,157,51
1981,2AE1962917E013A3E055000000000001,ED3409_20008,Castle A,144,126,127,167,153,150,120,90,63
1982,2AE1962917E113A3E055000000000001,ED3409_20009,Castle B,47,31,56,68,56,61,51,43,45
1983,2AE1962917E213A3E055000000000001,ED3409_20010,Castle C,116,125,169,212,185,174,126,90,48
1984,2AE1962917E313A3E055000000000001,ED3409_20011,Castle D,205,352,192,173,252,312,273,218,104
1985,2AE1962917E413A3E055000000000001,ED3409_20012,Coolraine,137,159,148,196,178,208,187,231,129
1986,2AE1962917E513A3E055000000000001,ED3409_20013,Custom House,87,70,164,197,104,62,33,13,6
1987,2AE1962917E613A3E055000000000001,ED3409_20014,Dock A,370,156,472,677,322,192,93,38,19
1988,2AE1962917E713A3E055000000000001,ED3409_20015,Dock B,155,70,216,271,131,90,83,44,17
1989,2AE1962917E813A3E055000000000001,ED3409_20016,Dock C,89,85,144,159,124,129,122,77,47
1990,2AE1962917E913A3E055000000000001,ED3409_20017,Dock D,93,122,133,115,110,85,37,40,38
1991,2AE1962917EA13A3E055000000000001,ED3409_20018,Farranshone,85,97,86,134,90,142,105,98,126
1992,2AE1962917EB13A3E055000000000001,ED3409_20019,Galvone A,186,212,183,177,207,218,160,114,45
1993,2AE1962917EC13A3E055000000000001,ED3409_20020,Galvone B,109,116,98,61,76,75,71,47,11
1994,2AE1962917ED13A3E055000000000001,ED3409_20021,Glentworth A,49,63,86,85,82,82,56,29,22
1995,2AE1962917F413A3E055000000000001,ED3409_20022,Glentworth B,129,130,136,133,128,205,182,104,51
1996,2AE1962917F513A3E055000000000001,ED3409_20023,Glentworth C,57,49,75,65,68,75,85,22,6
1997,2AE1962917F613A3E055000000000001,ED3409_20024,John's A,101,125,109,98,89,84,84,57,12
1998,2AE1962917F713A3E055000000000001,ED3409_20025,John's B,82,115,125,105,119,126,124,83,73
1999,2AE1962917F813A3E055000000000001,ED3409_20026,John's C,35,38,110,94,49,41,51,27,11
2000,2AE1962917F913A3E055000000000001,ED3409_20027,Killeely A,218,216,175,198,168,192,169,100,31
2001,2AE1962917FA13A3E055000000000001,ED3409_20028,Killeely B,82,83,149,104,79,119,101,63,41
2002,2AE1962917FB13A3E055000000000001,ED3409_20029,Market,317,196,450,494,234,155,104,57,28
2003,2AE1962917FC13A3E055000000000001,ED3409_20030,Prospect A,90,136,141,93,88,97,93,62,26
2004,2AE1962917FD13A3E055000000000001,ED3409_20031,Prospect B,114,98,98,87,99,76,77,42,24
2005,2AE1962917FE13A3E055000000000001,ED3409_20032,Rathbane,184,225,205,165,221,163,238,161,31
2006,2AE19629180313A3E055000000000001,ED3409_20033,St. Laurence,48,79,233,150,127,112,133,67,16
2007,2AE1962917FF13A3E055000000000001,ED3409_20034,Shannon A,89,38,284,316,117,70,56,22,2
2008,2AE19629180013A3E055000000000001,ED3409_20035,Shannon B,58,39,232,247,144,109,65,19,12
2009,2AE19629180113A3E055000000000001,ED3409_20036,Singland A,227,232,209,204,231,259,141,83,78
2010,2AE19629180213A3E055000000000001,ED3409_20037,Singland B,556,557,452,581,597,509,353,221,47
2011,2AE1962917C013A3E055000000000001,ED3409_20065,Limerick North Rural,842,925,1197,1040,756,780,669,458,134
2012,2AE19629175813A3E055000000000001,ED3409_21001,Abbeyville,56,61,24,47,62,30,50,19,4
2013,2AE19629175A13A3E055000000000001,ED3409_21002,Adare North,80,91,54,56,84,99,69,27,25
2014,2AE19629175B13A3E055000000000001,ED3409_21003,Adare South,261,197,199,286,267,295,277,184,65
2015,2AE19629175213A3E055000000000001,ED3409_21004,Ballingarry,151,126,93,128,154,104,83,67,30
2016,2AE19629175F13A3E055000000000001,ED3409_21005,Ballyagran,51,54,43,52,77,71,82,32,32
2017,2AE19629176913A3E055000000000001,ED3409_21006,Ballygrennan,44,30,32,43,42,38,33,23,13
2018,2AE19629176C13A3E055000000000001,ED3409_21007,Ballynabanoge,47,53,21,34,57,35,41,24,15
2019,2AE19629176E13A3E055000000000001,ED3409_21008,Ballynoe,65,58,42,59,77,68,51,32,17
2020,2AE19629178113A3E055000000000001,ED3409_21009,Castletown,45,53,43,30,57,62,31,31,12
2021,2AE19629178813A3E055000000000001,ED3409_21010,Coolrus,43,56,50,69,49,61,42,36,9
2022,2AE19629177513A3E055000000000001,ED3409_21011,Crean,50,73,41,60,64,44,55,15,10
2023,2AE19629177613A3E055000000000001,ED3409_21012,Crecora,57,64,37,49,53,79,55,23,9
2024,2AE19629177813A3E055000000000001,ED3409_21013,Croom,248,232,144,241,221,197,202,120,87
2025,2AE19629179813A3E055000000000001,ED3409_21014,Dunnaman,97,108,70,83,99,122,69,31,11
2026,2AE19629179B13A3E055000000000001,ED3409_21015,Fedamore,196,217,127,153,177,151,154,56,26
2027,2AE19629178C13A3E055000000000001,ED3409_21016,Garrane,27,44,35,41,30,36,51,23,7
2028,2AE1962917A813A3E055000000000001,ED3409_21017,Grange,88,75,39,67,89,67,57,48,8
2029,2AE1962917A013A3E055000000000001,ED3409_21018,Kilfinny,44,37,28,38,47,35,24,20,6
2030,2AE1962917B213A3E055000000000001,ED3409_21019,Kilpeacon,86,78,41,50,85,86,58,34,9
2031,2AE1962917D413A3E055000000000001,ED3409_21020,Rathmore,40,47,31,32,48,46,32,15,7
2032,2AE19629179D13A3E055000000000001,ED3409_21021,Fleanmore,24,32,12,30,33,25,39,18,4
2033,2AE1962917A713A3E055000000000001,ED3409_21022,Glin,148,120,96,137,158,147,193,113,50
2034,2AE1962917B013A3E055000000000001,ED3409_21023,Kilfergus,27,47,42,40,49,71,83,44,13
2035,2AE1962917A513A3E055000000000001,ED3409_21024,Kilmoylan,36,30,35,46,48,68,70,41,29
2036,2AE19629175E13A3E055000000000001,ED3409_21025,Ardpatrick,35,46,35,51,50,51,57,38,17
2037,2AE19629175013A3E055000000000001,ED3409_21026,Athlacca,50,45,41,52,47,61,47,29,12
2038,2AE19629176B13A3E055000000000001,ED3409_21027,Ballymacshaneboy,74,58,49,58,84,59,55,32,16
2039,2AE19629176113A3E055000000000001,ED3409_21028,Bruff,211,185,132,205,193,150,185,100,54
2040,2AE19629176213A3E055000000000001,ED3409_21029,Bruree,167,131,147,174,167,149,128,74,62
2041,2AE19629176313A3E055000000000001,ED3409_21030,Bulgaden,41,57,29,46,53,42,43,19,10
2042,2AE19629177C13A3E055000000000001,ED3409_21031,Cahercorney,135,108,65,99,123,73,74,44,12
2043,2AE19629178713A3E055000000000001,ED3409_21032,Colmanswell,61,67,53,60,77,94,82,34,20
2044,2AE19629177B13A3E055000000000001,ED3409_21033,Darragh,32,29,48,50,36,33,44,21,15
2045,2AE19629179413A3E055000000000001,ED3409_21034,Dromin,83,84,45,80,80,79,64,26,14
2046,2AE19629179A13A3E055000000000001,ED3409_21035,Emlygrennan,138,92,56,127,109,92,77,50,18
2047,2AE19629178F13A3E055000000000001,ED3409_21036,Glenbrohane,73,49,26,60,74,47,48,33,20
