,GUID,GEOGID,GEOGDESC,0 - 9 years,10 - 19 years,20 - 29 years,30 - 39 years,40 - 49 years,50 - 59 years,60 - 69 years,70 - 79 years,80 years and over
2702,2AE19629172B13A3E055000000000001,ED3409_28018,Drumshanbo,208,195,114,204,190,162,175,94,47
2703,2AE19629172C13A3E055000000000001,ED3409_28019,Drumsna,111,95,39,89,127,74,81,45,24
2704,2AE19629173713A3E055000000000001,ED3409_28020,Gortnagullion,43,45,13,35,50,44,30,24,8
2705,2AE19629172513A3E055000000000001,ED3409_28021,Gowel,39,47,24,48,45,48,41,22,11
2706,2AE19629172913A3E055000000000001,ED3409_28022,Keshcarrigan,95,77,28,67,84,57,43,31,7
2707,2AE19629173A13A3E055000000000001,ED3409_28023,Kiltubbrid,17,18,10,21,23,21,27,11,5
2708,2AE19629174413A3E055000000000001,ED3409_28024,Leitrim,238,153,90,198,200,126,117,67,35
2709,2AE19629174A13A3E055000000000001,ED3409_28025,Moher,26,33,18,22,34,34,31,16,7
2710,2AE19629175613A3E055000000000001,ED3409_28026,Yugan,19,23,20,22,21,42,33,32,10
2711,3576C5999AEA4152E0530100007F0280,ED3409_28027/28028,Aghalateeve / Aghanlish,23,39,22,23,35,25,27,20,9
2712,3576C5999AEB4152E0530100007F0280,ED3409_28029/28032,Aghavoghill / Melvin,26,27,17,16,26,26,30,25,18
2713,2AE19629172713A3E055000000000001,ED3409_28030,Gubacreeny,122,105,54,102,112,100,87,37,17
2714,2AE19629174313A3E055000000000001,ED3409_28031,Kinlough,181,168,76,132,144,104,82,53,43
2715,2AE19629175513A3E055000000000001,ED3409_28033,Tullaghan,105,86,69,81,118,83,73,62,22
2716,2AE1962916FB13A3E055000000000001,ED3409_28035,Ballaghameehan,18,18,24,20,20,37,35,9,14
2717,2AE19629170E13A3E055000000000001,ED3409_28036,Belhavel,41,17,10,32,33,31,41,19,15
2718,2AE19629171E13A3E055000000000001,ED3409_28037,Cloonclare,20,27,11,15,32,31,23,13,6
2719,2AE19629172013A3E055000000000001,ED3409_28038,Cloonlogher,32,37,28,40,41,45,41,19,2
2720,2AE19629172413A3E055000000000001,ED3409_28039,Drumahaire,238,194,106,228,247,157,145,112,97
2721,2AE19629171113A3E055000000000001,ED3409_28040,Drumkeeran,47,62,48,42,63,75,58,49,21
2722,3576C5999B174152E0530100007F0280,ED3409_28041/28034,Garvagh / Arigna,32,16,9,26,23,23,27,18,6
2723,2AE19629173113A3E055000000000001,ED3409_28042,Glenade,28,29,15,16,28,25,14,11,6
2724,2AE19629173213A3E055000000000001,ED3409_28043,Glenaniff,24,19,11,26,23,17,19,22,6
2725,2AE19629173313A3E055000000000001,ED3409_28044,Glenboy,19,54,18,17,45,54,16,9,7
2726,2AE19629173413A3E055000000000001,ED3409_28045,Glencar,28,42,35,22,28,52,26,14,9
2727,2AE19629173513A3E055000000000001,ED3409_28046,Glenfarn,28,15,10,13,18,18,11,14,5
2728,2AE19629172A13A3E055000000000001,ED3409_28047,Killanummery,43,68,27,34,57,66,42,25,12
2729,2AE19629173813A3E055000000000001,ED3409_28048,Killarga,1,12,11,2,11,14,8,7,3
2730,2AE19629174213A3E055000000000001,ED3409_28049,Kiltyclogher,16,28,12,17,28,30,34,22,20
2731,2AE19629174613A3E055000000000001,ED3409_28050,Lurganboy,55,63,28,53,55,66,58,23,14
2732,2AE19629174713A3E055000000000001,ED3409_28051,Mahanagh,54,40,20,38,35,42,36,21,10
2733,2AE19629174813A3E055000000000001,ED3409_28052,Manorhamilton,267,245,185,262,263,234,195,132,109
2734,2AE19629174C13A3E055000000000001,ED3409_28053,Munakill,27,26,9,18,23,21,22,16,7
2735,2AE19629174013A3E055000000000001,ED3409_28054,Sramore,68,53,31,46,72,50,41,21,8
2736,2AE19629174113A3E055000000000001,ED3409_28055,St. Patrick's,14,12,7,10,16,22,33,10,1
2737,2AE19629170B13A3E055000000000001,ED3409_28056,Aghavas,32,44,31,37,40,43,49,35,11
2738,2AE1962916FE13A3E055000000000001,ED3409_28057,Beihy,40,35,29,41,46,44,58,29,10
2739,2AE19629170F13A3E055000000000001,ED3409_28058,Breandrum,26,35,18,27,29,59,33,9,17
2740,2AE19629171713A3E055000000000001,ED3409_28059,Bunnybeg,23,26,5,18,15,30,16,16,4
2741,2AE19629171913A3E055000000000001,ED3409_28060,Carrigallen East,35,42,23,27,47,43,37,26,20
2742,2AE19629171A13A3E055000000000001,ED3409_28061,Carrigallen West,84,82,66,74,89,75,38,36,19
2743,2AE19629171B13A3E055000000000001,ED3409_28062,Cashel,25,18,12,17,37,17,26,14,4
2744,2AE19629171C13A3E055000000000001,ED3409_28063,Castlefore,28,46,24,28,30,51,21,17,15
2745,2AE19629171D13A3E055000000000001,ED3409_28064,Cattan,29,28,28,25,35,36,23,24,9
2746,2AE19629171F13A3E055000000000001,ED3409_28065,Cloone,50,42,20,51,36,41,43,41,12
2747,2AE19629172313A3E055000000000001,ED3409_28066,Corriga,19,15,12,12,19,27,20,10,8
2748,2AE19629171013A3E055000000000001,ED3409_28067,Drumard,26,19,20,24,22,45,24,14,12
2749,2AE19629172D13A3E055000000000001,ED3409_28068,Drumdoo,23,27,23,21,34,46,48,40,41
2750,2AE19629171213A3E055000000000001,ED3409_28069,Drumod,184,96,66,165,116,86,87,51,18
2751,2AE19629172E13A3E055000000000001,ED3409_28070,Fenagh,47,68,28,48,54,50,42,35,20
2752,2AE19629173613A3E055000000000001,ED3409_28071,Gortermone,24,44,27,23,30,49,42,18,13
2753,2AE19629172813A3E055000000000001,ED3409_28072,Keeldra,22,25,15,22,18,33,25,11,8
2754,2AE19629174513A3E055000000000001,ED3409_28073,Lisgillock,17,28,11,17,30,33,25,16,9
2755,2AE19629174B13A3E055000000000001,ED3409_28074,Mohill,162,148,111,152,149,166,163,109,98
2756,2AE19629173C13A3E055000000000001,ED3409_28075,Rinn,45,38,54,48,41,56,52,24,12
2757,2AE19629173D13A3E055000000000001,ED3409_28076,Riverstown,33,29,24,25,26,31,31,24,17
2758,2AE19629173E13A3E055000000000001,ED3409_28077,Roosky,96,48,49,108,85,79,82,42,27
2759,2AE19629173F13A3E055000000000001,ED3409_28078,Rowan,33,38,20,29,31,30,35,23,8
2760,2AE1962918BC13A3E055000000000001,ED3409_29001,Ardnaree South Urban,323,360,262,326,299,340,228,166,116
2761,2AE19629197613A3E055000000000001,ED3409_29002,Ballina Urban,572,462,497,608,491,508,511,311,184
2762,2AE19629194913A3E055000000000001,ED3409_29003,Castlebar Urban,700,609,898,981,684,732,674,518,367
2763,2AE1962918BB13A3E055000000000001,ED3409_29004,Westport Urban,715,549,687,1043,801,705,667,455,225
2764,2AE19629195F13A3E055000000000001,ED3409_29005,Ardagh,48,61,23,34,61,51,42,23,16
2765,2AE19629196013A3E055000000000001,ED3409_29006,Ardnaree North,129,154,71,83,144,142,127,74,42
2766,2AE19629196113A3E055000000000001,ED3409_29007,Ardnaree South Rural,563,420,262,512,474,363,264,177,49
2767,2AE19629196A13A3E055000000000001,ED3409_29008,Attymass East,41,76,31,23,60,60,43,34,15
2768,2AE19629196B13A3E055000000000001,ED3409_29009,Attymass West,25,32,15,29,28,39,38,22,8
2769,2AE19629197513A3E055000000000001,ED3409_29010,Ballina Rural,489,400,307,448,400,340,353,175,73
2770,2AE1962918CC13A3E055000000000001,ED3409_29011,Ballycastle,59,77,59,44,68,104,95,66,43
2771,2AE1962918F113A3E055000000000001,ED3409_29012,Ballysakeery,84,94,47,63,105,81,77,42,20
2772,2AE19629190913A3E055000000000001,ED3409_29013,BÈal Deirg MÛr,10,13,8,10,20,38,39,14,5
2773,2AE19629191F13A3E055000000000001,ED3409_29014,Bunaveela,5,7,10,6,6,14,19,9,5
2774,2AE19629194713A3E055000000000001,ED3409_29015,Carrowmore,128,143,81,104,139,137,94,58,25
2775,2AE19629197A13A3E055000000000001,ED3409_29016,Crossmolina North,145,126,120,129,171,136,102,92,40
2776,2AE19629198213A3E055000000000001,ED3409_29017,Crossmolina South,103,96,66,110,101,118,105,77,48
2777,2AE1962918D113A3E055000000000001,ED3409_29018,Deel,53,70,38,43,66,95,49,40,27
2778,2AE1962918D213A3E055000000000001,ED3409_29019,Derry,14,23,14,20,20,34,19,21,10
2779,2AE1962918E913A3E055000000000001,ED3409_29020,Fortland,90,103,33,61,91,58,48,54,26
2780,2AE19629192313A3E055000000000001,ED3409_29021,Kilfian East,34,43,9,30,31,33,25,28,7
2781,2AE19629192413A3E055000000000001,ED3409_29022,Kilfian South,31,37,18,29,31,32,34,17,21
2782,2AE19629192F13A3E055000000000001,ED3409_29023,Kilfian West,6,6,9,16,17,16,22,14,3
2783,2AE19629193013A3E055000000000001,ED3409_29024,Kilgarvan,89,104,66,93,80,118,104,55,38
2784,2AE19629193F13A3E055000000000001,ED3409_29025,Killala,172,150,118,144,176,173,174,102,47
2785,2AE1962918C513A3E055000000000001,ED3409_29026,Lackan North,24,38,22,26,41,42,63,36,13
2786,2AE1962918C613A3E055000000000001,ED3409_29027,Lackan South,41,66,23,35,70,66,61,44,22
2787,2AE1962918D413A3E055000000000001,ED3409_29028,Letterbrick,12,15,11,10,14,26,17,14,6
2788,2AE19629184413A3E055000000000001,ED3409_29029,Mount Falcon,162,196,95,137,199,152,178,103,37
2789,2AE19629187513A3E055000000000001,ED3409_29030,Rathoma,30,26,17,15,35,31,26,25,12
2790,2AE19629187713A3E055000000000001,ED3409_29031,Sallymount,58,77,40,49,65,75,59,36,21
2791,2AE19629188E13A3E055000000000001,ED3409_29032,Sraheen,146,183,77,118,173,144,156,94,54
2792,2AE19629198113A3E055000000000001,ED3409_29033,Baile an Chalaidh,27,20,14,31,28,30,35,18,17
2793,2AE1962918CB13A3E055000000000001,ED3409_29034,Ballinrobe,689,463,357,682,534,343,327,230,145
2794,2AE1962918F013A3E055000000000001,ED3409_29035,Baile ”bha,25,20,13,27,28,30,34,18,11
2795,2AE19629192E13A3E055000000000001,ED3409_29036,Burriscarra,62,52,44,53,41,68,49,31,23
2796,2AE19629193C13A3E055000000000001,ED3409_29037,An Cheapaigh Dhuibh,54,44,28,48,46,58,46,32,16
2797,2AE19629196513A3E055000000000001,ED3409_29038,Cong,122,102,91,115,124,136,93,57,24
2798,2AE19629196D13A3E055000000000001,ED3409_29039,Coonard,29,21,13,28,48,37,49,28,19
2799,2AE1962918D013A3E055000000000001,ED3409_29040,Dalgan,154,136,100,135,194,158,125,74,41
2800,2AE19629190D13A3E055000000000001,ED3409_29041,Hollymount,113,103,54,97,118,109,89,63,53
2801,2AE19629190E13A3E055000000000001,ED3409_29042,Houndswood,87,82,53,75,109,78,66,69,27
2802,2AE19629192213A3E055000000000001,ED3409_29043,Kilcommon,84,87,63,79,99,98,81,47,25
2803,2AE19629195A13A3E055000000000001,ED3409_29044,Kilmaine,128,137,64,106,141,132,110,93,49
2804,2AE19629185113A3E055000000000001,ED3409_29045,Neale,117,101,58,99,117,99,101,64,30
2805,2AE19629185B13A3E055000000000001,ED3409_29046,Newbrook,65,70,45,67,81,61,57,55,20
2806,2AE19629185E13A3E055000000000001,ED3409_29047,Abhainn Bhrain,10,14,16,18,25,33,42,26,16
2807,2AE19629186913A3E055000000000001,ED3409_29048,PartraÌ,77,71,40,68,63,94,82,44,22
2808,2AE19629187613A3E055000000000001,ED3409_29049,Roslee,66,69,33,59,50,67,46,22,20
2809,2AE19629188113A3E055000000000001,ED3409_29050,Shrule,146,229,67,134,200,162,125,62,34
2810,2AE19629195513A3E055000000000001,ED3409_29051,An Geata MÛr Thuaidh,140,117,75,126,120,122,124,77,38
2811,2AE19629195413A3E055000000000001,ED3409_29052,An Geata MÛr Theas,107,200,83,115,93,138,130,75,39
2812,2AE1962918FB13A3E055000000000001,ED3409_29053,Bangor,49,60,70,48,67,69,64,28,12
2813,2AE1962918FC13A3E055000000000001,ED3409_29054,Barr R˙scaÌ,5,11,8,12,15,20,16,11,2
2814,2AE19629190B13A3E055000000000001,ED3409_29055,BÈal an Mhuirthead,262,222,194,261,261,225,243,159,127
2815,2AE1962918F313A3E055000000000001,ED3409_29056,Gleann na Muaidhe,20,35,14,22,27,37,36,14,10
2816,2AE1962918F413A3E055000000000001,ED3409_29057,Gleann Chaisil,73,63,48,55,60,72,71,31,20
2817,3576C5999AEE4152E0530100007F0280,ED3409_29058/29065,Glenco / Sheskin,8,8,7,4,10,16,20,12,6
2818,2AE1962918FF13A3E055000000000001,ED3409_29059,Guala MhÛr,8,13,15,11,16,30,21,14,7
2819,2AE19629198513A3E055000000000001,ED3409_29060,Cnoc an Daimh,41,36,26,40,41,47,66,25,15
2820,2AE19629198613A3E055000000000001,ED3409_29061,Cnoc na Lobhar,75,108,71,67,83,169,80,57,47
2821,2AE19629184513A3E055000000000001,ED3409_29062,Moing na BÛ,14,27,15,19,38,42,51,28,7
2822,2AE19629184613A3E055000000000001,ED3409_29063,Na Monga,30,26,17,23,24,42,24,17,18
2823,2AE19629186A13A3E055000000000001,ED3409_29064,Cnoc na R·ithe,76,94,50,77,98,80,119,74,44
2824,2AE19629194413A3E055000000000001,ED3409_29066,Addergoole,113,125,76,102,114,115,101,58,33
2825,2AE19629197413A3E055000000000001,ED3409_29067,Balla,238,189,154,220,233,212,183,90,37
2826,2AE19629197F13A3E055000000000001,ED3409_29068,Ballinafad,85,112,23,64,105,69,59,49,23
2827,2AE1962918D913A3E055000000000001,ED3409_29069,Ballyhean,87,89,38,73,94,78,74,34,21
2828,2AE1962918E613A3E055000000000001,ED3409_29070,Ballynagoraher,42,58,32,23,46,62,45,34,12
2829,2AE19629190A13A3E055000000000001,ED3409_29071,Bellavary,154,152,78,112,169,143,141,69,20
2830,2AE19629191513A3E055000000000001,ED3409_29072,Breaghwy,257,291,159,196,292,276,208,121,33
2831,2AE19629192D13A3E055000000000001,ED3409_29073,Burren,43,41,33,42,49,38,43,19,4
2832,2AE19629194813A3E055000000000001,ED3409_29074,Castlebar Rural,1156,1039,817,1231,1056,1010,579,305,115
2833,2AE19629195713A3E055000000000001,ED3409_29075,Clogher,83,73,35,76,82,83,63,35,21
2834,2AE19629196313A3E055000000000001,ED3409_29076,Cloonkeen,124,100,60,100,100,126,111,50,24
2835,2AE19629197713A3E055000000000001,ED3409_29077,Croaghmoyle,16,22,18,24,22,22,30,12,6
2836,2AE19629194B13A3E055000000000001,ED3409_29078,Killavally,56,70,45,65,74,67,55,34,19
2837,2AE19629182E13A3E055000000000001,ED3409_29079,Manulla,137,185,75,94,174,129,112,62,17
2838,2AE19629186813A3E055000000000001,ED3409_29080,Pontoon,77,61,39,70,57,70,80,22,10
2839,2AE19629189913A3E055000000000001,ED3409_29081,Strade,78,84,48,73,71,93,84,46,25
2840,2AE1962918A313A3E055000000000001,ED3409_29082,Tamhnaigh na GraÌ,50,27,40,53,40,59,51,14,18
2841,2AE1962918B013A3E055000000000001,ED3409_29083,Turlough,206,228,106,171,238,175,166,100,56
2842,2AE1962918CA13A3E055000000000001,ED3409_29084,Ballindine,110,109,81,89,123,118,101,58,34
2843,2AE1962918D813A3E055000000000001,ED3409_29085,Ballyhaunis,490,410,369,535,379,326,264,188,96
2844,2AE1962918E513A3E055000000000001,ED3409_29086,Ballyhowly,38,71,36,34,60,79,73,33,14
2845,2AE19629190813A3E055000000000001,ED3409_29087,Bekan,109,95,60,86,94,116,100,52,32
2846,2AE19629194613A3E055000000000001,ED3409_29088,Caraun,49,55,21,49,56,47,48,28,14
2847,2AE19629195613A3E055000000000001,ED3409_29089,Claremorris,631,574,479,704,571,506,377,276,190
2848,2AE19629196213A3E055000000000001,ED3409_29090,Cloghermore,17,19,11,16,23,19,25,19,12
2849,2AE19629196F13A3E055000000000001,ED3409_29091,Course,59,55,26,50,62,43,68,39,13
2850,2AE19629197913A3E055000000000001,ED3409_29092,Crossboyne,82,107,41,61,93,93,56,26,21
2851,2AE1962918CF13A3E055000000000001,ED3409_29093,Culnacleha,64,54,35,50,71,57,71,42,16
2852,2AE1962918F213A3E055000000000001,ED3409_29094,Garrymore,70,53,38,60,59,57,63,41,19
2853,2AE19629192113A3E055000000000001,ED3409_29095,Kilcolman,51,74,51,48,51,88,63,20,13
2854,2AE19629197113A3E055000000000001,ED3409_29096,Kilvine,90,84,40,87,95,69,81,46,29
2855,2AE19629197C13A3E055000000000001,ED3409_29097,Knock North,131,109,81,142,98,90,143,109,69
2856,2AE19629198413A3E055000000000001,ED3409_29098,Knock South,68,62,55,52,82,85,122,113,109
2857,2AE1962918D513A3E055000000000001,ED3409_29099,Loughanboy,24,45,34,27,28,60,69,29,19
2858,2AE19629183813A3E055000000000001,ED3409_29100,Mayo,70,46,38,61,57,68,56,28,23
2859,2AE19629185013A3E055000000000001,ED3409_29101,Murneen,25,62,30,25,55,54,55,35,15
2860,2AE19629189B13A3E055000000000001,ED3409_29102,Tagheen,18,22,12,15,18,32,27,15,9
2861,2AE19629195213A3E055000000000001,ED3409_29103,Aghamore,57,84,52,55,77,107,69,57,60
2862,2AE19629198013A3E055000000000001,ED3409_29104,Ballinamore,40,59,22,25,47,48,45,35,33
2863,2AE19629190C13A3E055000000000001,ED3409_29105,Bohola,51,45,17,46,49,45,30,17,10
2864,2AE19629191413A3E055000000000001,ED3409_29106,Brackloon,80,95,65,62,85,86,95,50,20
2865,2AE19629193B13A3E055000000000001,ED3409_29107,Callow,63,51,24,48,51,63,53,25,19
2866,2AE19629196413A3E055000000000001,ED3409_29108,Cloonmore,19,46,46,40,43,80,96,44,24
2867,2AE19629196C13A3E055000000000001,ED3409_29109,Coolnaha,79,69,34,50,76,75,60,49,19
2868,2AE19629198313A3E055000000000001,ED3409_29110,Cuildoo,33,53,32,36,41,43,58,36,17
2869,2AE1962918DA13A3E055000000000001,ED3409_29111,Doocastle,37,53,16,40,44,53,63,37,23
2870,2AE19629191713A3E055000000000001,ED3409_29112,Kilbeagh,124,132,98,119,127,146,127,78,55
2871,2AE19629193E13A3E055000000000001,ED3409_29113,Kilkelly,106,130,83,87,120,141,127,69,48
2872,2AE19629194C13A3E055000000000001,ED3409_29114,Killedan,94,104,48,71,108,116,76,49,27
2873,2AE19629196613A3E055000000000001,ED3409_29115,Kilmovee,78,107,44,69,101,91,88,52,24
2874,2AE19629197013A3E055000000000001,ED3409_29116,Kiltamagh,151,170,132,200,200,199,185,125,62
2875,2AE19629183913A3E055000000000001,ED3409_29117,Meelick,72,93,40,53,84,74,85,45,19
2876,2AE19629188D13A3E055000000000001,ED3409_29118,Sonnagh,147,141,101,136,127,168,144,87,115
2877,2AE19629189A13A3E055000000000001,ED3409_29119,Swineford,308,298,194,298,309,377,356,247,140
2878,2AE1962918A413A3E055000000000001,ED3409_29120,Toocananagh,66,71,35,53,51,55,54,25,18
2879,2AE1962918A513A3E055000000000001,ED3409_29121,Toomore,207,185,133,196,214,227,215,117,97
2880,2AE1962918AF13A3E055000000000001,ED3409_29122,Tumgesh,58,43,27,34,48,54,55,28,19
2881,2AE1962918B113A3E055000000000001,ED3409_29123,Urlaur,50,45,51,46,60,85,90,45,22
2882,2AE19629193A13A3E055000000000001,ED3409_29124,Acaill,73,103,55,77,101,102,154,112,68
2883,2AE19629194513A3E055000000000001,ED3409_29125,Aghagower North,167,165,78,151,147,132,102,38,28
2884,2AE19629195113A3E055000000000001,ED3409_29126,Aghagower South,9,8,15,7,12,27,15,6,9
2885,2AE19629195313A3E055000000000001,ED3409_29127,Aillemore,36,42,37,27,45,74,54,24,16
2886,2AE1962918CD13A3E055000000000001,ED3409_29128,Ballycroy North,26,49,16,19,40,41,45,45,22
2887,2AE1962918CE13A3E055000000000001,ED3409_29129,Ballycroy South,33,59,28,36,38,48,45,30,16
2888,2AE19629194A13A3E055000000000001,ED3409_29131,Clare Island,25,31,15,29,20,27,32,17,14
2889,2AE19629195813A3E055000000000001,ED3409_29132,Clogher,126,126,73,118,137,123,104,47,19
2890,2AE19629196E13A3E055000000000001,ED3409_29133,An Corr·n,63,64,53,73,86,70,122,90,52
2891,2AE19629197813A3E055000000000001,ED3409_29134,Croaghpatrick,83,86,34,56,81,97,73,48,20
2892,2AE1962918D313A3E055000000000001,ED3409_29135,Derryloughan,99,94,61,96,89,94,92,40,25
2893,2AE1962918DB13A3E055000000000001,ED3409_29136,Dumha …ige,49,102,39,48,71,76,104,79,55
2894,2AE1962918DC13A3E055000000000001,ED3409_29137,Drummin,19,21,21,23,28,29,22,11,7
2895,2AE1962918E713A3E055000000000001,ED3409_29138,Emlagh,49,34,14,45,36,64,41,28,14
2896,2AE1962918E813A3E055000000000001,ED3409_29139,Erriff,22,14,14,7,22,15,10,10,8
2897,2AE1962918FE13A3E055000000000001,ED3409_29140,Glenhest,31,30,22,31,31,33,40,19,11
2898,2AE19629191613A3E055000000000001,ED3409_29141,Islandeady,136,152,90,116,154,143,131,57,22
2899,2AE19629193D13A3E055000000000001,ED3409_29142,Kilgeever,12,8,10,12,15,18,12,8,13
2900,2AE19629195913A3E055000000000001,ED3409_29143,Kilmaclasser,107,103,61,85,102,75,56,32,18
2901,2AE19629195B13A3E055000000000001,ED3409_29144,Kilmeena,202,246,98,155,255,236,164,91,65
2902,2AE19629196713A3E055000000000001,ED3409_29145,Kilsallagh,70,84,43,62,69,83,63,31,26
2903,2AE19629197B13A3E055000000000001,ED3409_29146,Knappagh,123,130,44,86,138,108,78,41,18
2904,2AE19629182D13A3E055000000000001,ED3409_29147,Louisburgh,143,111,71,136,140,130,113,76,38
2905,2AE19629185C13A3E055000000000001,ED3409_29148,Newport East,169,144,99,156,187,152,151,78,28
2906,2AE19629185D13A3E055000000000001,ED3409_29149,Newport West,85,112,52,70,125,102,113,90,61
2907,3576C5999BB44152E0530100007F0280,ED3409_29150/29130,Owennadornaun / Bundorragha,24,17,20,28,26,25,19,14,7
2908,2AE19629188B13A3E055000000000001,ED3409_29151,Slievemahanagh,88,59,36,64,63,62,42,23,17
2909,2AE19629188C13A3E055000000000001,ED3409_29152,Slievemore,78,99,54,90,130,140,192,136,72
2910,2AE19629189813A3E055000000000001,ED3409_29153,Srahmore,25,14,9,15,19,22,20,12,6
2911,2AE1962918BA13A3E055000000000001,ED3409_29154,Westport Rural,185,270,107,131,230,263,206,89,40
2912,2AE196291AA813A3E055000000000001,ED3409_30001,Athlone West Rural,1054,658,544,1179,729,368,278,127,41
2913,2AE196291AC913A3E055000000000001,ED3409_30002,Ballydangan,99,110,60,74,128,107,62,48,32
2914,2AE196291AD613A3E055000000000001,ED3409_30003,Ballynamona,59,68,36,55,86,79,47,37,39
2915,2AE196291AF113A3E055000000000001,ED3409_30004,Caltragh,41,39,24,28,33,42,27,16,10
2916,2AE196291AFD13A3E055000000000001,ED3409_30005,Carnagh,134,144,70,79,143,116,68,40,15
2917,2AE196291A3913A3E055000000000001,ED3409_30006,Carrowreagh,92,56,47,69,89,60,51,42,19
2918,2AE196291A4713A3E055000000000001,ED3409_30007,Castlesampson,56,54,51,52,51,57,48,27,17
2919,2AE196291A4913A3E055000000000001,ED3409_30008,Cloonburren,27,43,29,13,36,37,20,13,13
2920,2AE1962919A213A3E055000000000001,ED3409_30009,Cloonown,40,37,23,32,44,39,25,20,8
2921,2AE1962919BB13A3E055000000000001,ED3409_30010,Crannagh,155,214,95,123,187,168,124,72,33
2922,2AE1962919C613A3E055000000000001,ED3409_30011,Creagh,91,166,96,85,152,165,136,66,41
2923,2AE1962919DC13A3E055000000000001,ED3409_30012,Culliagh,29,33,19,23,28,36,17,10,13
2924,2AE1962919DF13A3E055000000000001,ED3409_30013,Drumlosh,44,55,31,37,50,47,37,22,13
2925,2AE1962919E813A3E055000000000001,ED3409_30014,Dysart,29,37,23,28,38,38,18,23,9
2926,2AE196291A1713A3E055000000000001,ED3409_30015,Kilcar,56,42,32,46,60,63,28,25,10
2927,2AE19629199A13A3E055000000000001,ED3409_30016,Kiltoom,181,262,141,160,238,264,227,109,48
2928,2AE1962919A413A3E055000000000001,ED3409_30017,Lecarrow,46,53,14,53,55,44,37,16,16
2929,2AE1962919BC13A3E055000000000001,ED3409_30018,Moore,56,42,16,37,48,42,25,27,15
2930,2AE1962919C913A3E055000000000001,ED3409_30019,Rockhill,75,55,34,52,49,66,29,33,17
2931,2AE1962919E913A3E055000000000001,ED3409_30020,Taghboy,99,67,67,53,70,65,49,23,20
2932,2AE1962919EA13A3E055000000000001,ED3409_30021,Taghmaconnell,48,33,15,40,37,39,28,19,12
2933,2AE1962919EC13A3E055000000000001,ED3409_30022,Thomastown,95,104,63,96,109,124,86,44,15
